label,message,length
0,awesome plan get time like lt gt ll text detail wee bit,93
0,take care sleep wellyou need learn change lifeyou need get convinced thati wait conversation usget convinced timeyour family many sensesrespect overemphasiseor u role life,283
1,chance win free bluetooth headset simply reply back adp,83
0,also didnt get na hi hi hi hi hi,36
0,ya cant display internal sub got ta extract,60
0,said anything wrong sorry de,36
0,sad story man last week bday wife didnt wish parents forgot n kids went work even colleagues wish,154
0,stupid say challenge godyou dont think write instead respond immed,103
0,yeah able ll text m ready meet,65
0,v skint fancied bevieswaz gona go meet othrs spoon jst bin watchng planet earth sofa v comfey dont make hav gd night,149
0,say s quitting least5times day wud nt take much notice nah nt mind gon na see want come taunton tonight u tell,200
0,get free call,26
0,little darling far week need coffee run tomo ca nt believe s time week already û,124
0,ok msg u b4 leave house,31
0,still west coast haiz ìï ll take forever come back,65
0,mmm fuck merry christmas,39
0,alright thanks advice enjoy night ima try get sleep,83
0,update face book status frequently,42
0,saw messageit k da,35
0,something u ate,23
0,bank say money,41
0,aiyar dun disturb u liao thk u lot 2 aft ur cupboard come,72
0,hey r watching movie tonight ll prob b home early,66
0,yar lor u noe u used dat route,43
0,2mro coming gym machan goodnight,46
0,dont think need yellow card uk travel ask someone gone lt gt buck,116
0,u look 4 da lib got stuff havent finish yet,56
0,sounds great im going sleep good night,55
1,nt b floppy b snappy happy gay chat service photo upload call 08718730666 10pmin 2 stop text call 08712460324,137
0,housemaid murderer coz man murdered lt gt th january public holiday govtinstituitions closed including post office understand,166
0,come u got nothing,29
0,nothing ever easy nt looking reason take risk life love,96
0,want grasp pretty booty,36
0,ve got tea sure flavour,49
0,m going 2 orchard laready reaching soon u reaching,61
0,dear denying word please,39
0,know old dom told yesterday name roger got touch last night want meet today 2 pm,141
0,come back tampa ffffuuuuuuu,30
0,2 celebrate båõday else,30
0,merry christmas u annie,31
0,please tell special stock talking,73
0,sent like,25
1,urgent ur awarded complimentary trip eurodisinc trav aco entry41 å£1000 claim txt dis 87121 186 å£150 morefrmmob shracomorsglsuplt 10 ls1 3aj,161
0,awesome minute,29
0,problem walk around julianaland oblivious going around say thing constantly go one ear go whatever want s nt know m upset s nt listen tell going upset want surprised m mad,381
0,ve told everything stop dont let get dehydrated,69
0,guess lt gt min,26
0,m home ard wat time u reach,36
0,storming msg wen u lift phne u say hello u knw wt real meaning hello s name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moral one 4get name person,278
0,want mapquest something look usf dogwood drive,68
0,aight plan come later tonight,50
0,die accidentally deleted e msg suppose 2 put e sim archive haiz sad,89
1,welcome ukmobiledate msg free giving free calling 08719839835 future mg billed 150p daily cancel send go stop 89123,151
0,wishing great day moji told offer always speechless offer easily go great length behalf stunning exam next friday keep touch sorry,237
0,thanks reply today ur visa coming r u still buying gucci bag sister thing easy uncle john also bill really need think make money later sha,236
0,sorry flaked last night shit s seriously goin roommate tonight,95
0,said look pretty wif long hair wat thk s cutting quite short 4 leh,85
0,ranjith cal drpd deeraj deepak 5min hold,44
0,cheers callin babesozi culdnt talkbut wannatell u details later wenwecan chat properly x,99
0,hey u still gym,23
0,said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid cake n wife,145
0,much better thanks lol,26
0,nothing smsing u n xy lor sorry lor da guy neva c u person sort know u lor u wan 2 meet xy ask 2 bring u along 4 next meeting,160
0,lem know swing pick m free basically time 1 semester,97
0,wa u efficient gee thanx,39
1,3 received mobile content enjoy,47
0,able sleep,24
1,want explicit sex 30 sec ring 02073162414 costs 20pmin,65
0,meet soon princess ttyl,33
0,ll pick 515pm go taunton still want come,76
0,oh 4 outside player allowed play know,49
0,anything lor,15
0,erutupalam thandiyachu,22
0,cant u try new invention fly m joking,51
0,ful song lyric,28
0,u reckon need 2 arrange transport u ca nt thanks,69
0,true lov n care wil nevr go unrecognized though somone often make mistake valuing definitly undrstnd start missing,159
0,shopping eh ger toking abt syd leh haha,44
0,standing,24
0,good weekend,20
0,miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality win,126
0,call get chance plz lt 3,41
0,new deus ex game comin early next yr,40
0,computer fried essential part nt keep spare fucking idiot roommate looovvve leaving thing running full lt gt 7,162
0,friend s studying warwick ve planned go shopping concert tmw may canceled hav nt seen age yeah get together sometime,171
0,probably couple hour top,28
0,lol grin m babe thanks thinking,62
0,man bus slow think re gon na get,71
0,hope text meet smiling let text give reason smile beautiful day,109
0,case wake wondering forgot take care something grandma today done parade,135
0,ok,2
1,latest nokia mobile ipod mp3 player å£400 proze guaranteed reply win 83355 norcorp ltdå£150mtmsgrcvd18,125
1,sms services inclusive text credit pls goto wwwcomuknet login 3qxj9 unsubscribe stop extra charge help 08702840625comuk 220cm2 9ae,158
0,nvm take ur time,17
0,wat s da decision,21
0,wot u 2 bitch,25
0,stupidits possible,23
0,told hr want posting chennai m working,74
1,mobile club choose top quality item mobile 7cfca1a,73
0,guy leaving,26
0,neva grumble sad lor hee buy tmr lor aft lunch still meetin 4 lunch tmr neva hear fr lei ìï got lot work ar,149
0,able anything,24
0,ìï takin linear algebra today,30
0,weekend fine excuse much decorating,62
0,sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss,132
0,project pa come,43
1,money wining number 946 wot next,51
0,sure whenever show fuck gt,42
0,random saw old roomate campus graduated,58
1,congrats 2 mobile 3g videophones r call 09061744553 videochat wid ur mate play java game dload polyh music noline rentl bx420 ip4 5we 150pm,161
0,men always need beautiful intelligent caring loving adjustable cooperative wife law allows one wife,125
0,suck got planned yo valentine yo valentine nt,94
0,got part nottingham 3 hr 63miles good thing love man much 40mph hey ho,104
0,think one saying clearly ok leave need ask go come,94
0,hi good mornin thanku wish u,39
0,u want 2 meet 2morro,26
0,actually decided hungry nt left yet v,60
0,ve sent ì part,22
0,cos shopping wif darren jus n called 2 ask wat present wan lor started guessing wif n finally guessed darren lor,158
1,want cock hubby s away need real man 2 satisfy txt wife 89938 string action txt stop 2 end txt rec å£150ea otbox 731 la1 7ws,163
0,understand loss gain work school,58
0,u missed u havent 2 much bit bored holiday want 2 go bak 2 college sad isnt xx,120
0,hiya probably coming home weekend next,47
0,nt forget though love walk beside watching keeping heart warm,110
0,wish thing different wonder able show much value pls continue brisk walk drug without askin please find thing laugh love dearly,205
0,ok day making dinner tonite invited,73
1,gr8 new service live sex video chat mob see sexiest dirtiest girl live ur phone 4 detail text horny 89070 cancel send stop 89070,160
0,money 4 steve mate,31
0,im late tellmiss im way,29
0,never blame day ur life good day give u happiness bad day give u experience essential life gods blessing good morning,152
0,normally use drink water daily,42
0,dare ask luck sorting car,48
0,party s place usf charge contribute way greatly appreciated yeah got room one,137
0,urgh coach hot smell chip fat thanks especially duvet predictive text word,105
0,hiya last night ve naughty bought clothes little ready shopping tho kind time wan na meet,155
1,freemsg hi baby wow got new cam moby wan na c hot pic fancy chat im w8in 4utxt rply chat 82242 hlp 08712317606 msg150p 2rcv,143
0,ve trying reach without success,45
0,derek done class,35
0,never lei v lazy got wat dat day ì send da url cant work one,78
0,never try alone take weight tear come ur heart fall ur eye always remember stupid friend share bslvyl,159
0,hey mate spoke mag people weû÷re deliver end month deliver 24th sept talk later,126
0,hope good week checking,49
0,haha friend tyler literally asked could get dubsack,73
0,hey u fancy meetin 4 cha åð hav lil beverage txt ring meet l8r quite tired got 3 vpist love pete x x x,166
0,great safe trip dont panic surrender,50
0,symptoms u love 1u like listening song 2u get stopped u see name beloved 3u wo nt get angry,142
0,sun ah thk mayb dun anythin thk book e lesson e pilate orchard mrt u noe hor,120
0,try something dear read something exam,54
0,7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ur lovely friendship good morning dear,153
0,gettin rdy ship comp,23
0,hospital da return home evening,52
0,piss talking someone realise u point read backwards,90
0,think da wil,23
0,m awake oh s,24
0,good afternoon boytoy go walking day get police abstract still wake miss babe,156
0,much u trying get,25
0,come around lt decimal gt pm vikky m otside nw il come tht time,73
0,tell address,34
0,honeybee said m sweetest world god laughed amp said wait u havnt met person reading msg moral even god crack jokes gmgngegn,158
0,buy blackberry bold 2 torch buy new used let know plus saying buy lt gt g wifi ipad saying lt gt g,208
0,together thinkin,56
0,hiya hows going sunny africa hope u r avin good time give big old silver back big kiss,112
0,time come tomorrow,35
1,wan na laugh try chitchat mobile logon txting word chat send 8883 cm po box 4217 london w1a 6zf 16 118pmsg rcvd,156
0,cha quiteamuzing thatåõscool babe,34
0,omg u know ate,30
1,urgent 2nd attempt contact u u å£1000call 09071512432 b4 300603t csbcm4235wc1n3xxcallcost150ppmmobilesvary maxå£7 50,148
0,,24
0,directly behind abt 4 row behind ì,46
1,congratulations ur awarded 500 cd voucher 125gift guaranteed free entry 2 100 wkly draw txt music 87066,115
1,contract mobile 11 mnths latest motorola nokia etc free double mins text orange tariff text yes callback remove record,159
1,urgent call 09066350750 landline complimentary 4 ibiza holiday 10000 cash await collection sae cs po box 434 sk3 8wp 150 ppm 18,152
0,plan yet,34
0,hi engagement fixd lt gt th next month know really shocking bt hmm njan vilikkam w al sudn,142
0,course math one day one chapter one month finish,75
0,wow nt think common take back ur freak unless u chop,95
1,ur chance win å£250 wkly shopping spree txt shop 80878 s c s wwwtxt2shopcom custcare 08715705022 1x150pwk,127
0,noooooooo please last thing need stress life fair,77
1,u secret admirer looking 2 make contact ufind r reveal think ur specialcall 09065171142stopsms08718727870150ppm,158
1,mila age23 blonde new uk look sex uk guy u like fun text mtalk 6986618 30pptxt 1st 5free å£150 increment help08718728876,159
0,ll see swing bit got thing take care firsg,79
0,wanted wish happy new year wanted talk legal advice gary split person ll make trip ptbo hope everything good babe love ya,229
0,finished work yet something,44
0,tomorrow going theatre come wherever u call tell come tomorrow,117
1,well done england get official poly ringtone colour flag yer mobile text tone flag 84199 optout txt eng stop box39822 w111wx å£150,156
0,right wasnt phoned someone number like,70
0,s ok wun b angry msg u aft come home tonight,53
0,good time nice something bit different weekend change see ya soon,106
0,yo sorry shower sup,30
0,carlos pick ll swing usf little bit,86
0,full heat pa applyed oil pa,38
0,m stuck da middle da row da right hand side da lt,67
0,laid airtel line rest,39
0,hi u decide wot 2 get 4 bday ill prob jus get voucher frm virgin sumfing,97
1,freemsg txt call 86888 claim reward 3 hour talk time use phone subscribe6gbpmnth inc 3hrs 16 stop txtstop,144
0,hey j r u feeling better,30
0,nt plan staying night prolly wo nt back til late,73
0,thanx 4 puttin da fone,35
0,need 8th m campus atm could pick hour two,72
0,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch,134
0,running managed 5 minute needed oxygen might resort roller option,106
0,live next lt gt min,35
0,de asking like,22
0,glad talking,31
0,wat time ì finish,19
0,sorry da gone mad many pending work,54
0,much got cleaning,29
0,hows favourite person today r u workin hard could nt sleep last nite nearly rang u 430,101
1,sunshine quiz win super sony dvd recorder canname capital australia text mquiz 82277 b,108
0,ìï called dad oredi,22
0,good think could send pix would love see top bottom,89
0,nvm m going wear sport shoe anyway m going late leh,75
0,sorry ll call later meeting,34
0,long fuckin showr,27
0,received understood n acted upon,34
0,finally came fix ceiling,37
0,u need presnts always bcz u cant mi love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha that mn prabha islove got dont mi,172
0,jus finish blowing hair u finish dinner already,52
0,m bus love,24
0,lol knew saw dollar store,54
1,please call customer service representative 0800 169 6031 10am9pm guaranteed å£1000 cash å£5000 prize,139
1,todays voda number ending 7634 selected receive å£350 reward match please call 08712300220 quoting claim code 7684 standard rate apply,166
0,saturday sunday holiday difficult,56
0,everybody fun evening miss,41
0,got hella gas money want go grand nature adventure galileo little bit,89
0,m meeting call later,34
0,oh wow thats gay firmware update help,43
0,wo nt move morphine,43
0,come din c ì yup cut hair,43
0,k k pa lunch aha,26
0,oh ho first time u use type word,55
0,captain vijaykanth comedy captain tv drunken,66
0,course guess god s got hold right,55
0,hide anythiing keeping distance,49
0,havent,7
1,ripped get mobile content wwwclubmobycom call 08717509990 polytruepixringtonesgames six downloads 3,143
0,sorry din lock keypad,27
0,u got person story,28
0,planning come chennai,33
1,tried contact reply offer video phone 750 anytime network min half price line rental camcorder reply call 08000930705,155
0,god created gap btwn ur finger dat sum1 vry special fill gap holding ur hand plz dont ask created much gap leg,157
0,okay going sleep later,38
0,please protect ethreats sib never asks sensitive information like passwords atmsms pin thru email never share password anybody,159
0,finally happened aftr decade beer cheaper petrol goverment expects u drink nt drive,139
1,å£400 xmas reward waiting computer randomly picked loyal mobile customer receive å£400 reward call 09066380611,158
0,r e meeting tmr,22
0,lol yes add spice day,48
0,hope great day,32
0,prasanth ettans mother passed away last night pray family,80
0,k ll work something,26
1,private 2003 account statement show 800 unredeemed s i m point call 08718738002 identifier code 48922 expires 211104,136
0,message great doctor india 1 drink appy fizz contains cancer causing age,106
0,cant pick phone right pls send message,51
0,call tell infront call,56
0,ok prob,13
0,ladies first genus second k,33
0,yes please swimming,30
0,mum going robinson already,31
0,ok set let u noe e detail later,35
0,tel software name,24
0,send print out da,26
0,im realy soz imat mums 2nite 2moro,49
0,born god said oh another idiot born,70
0,didnt get ur full msg sometext missing send,59
0,probably m almost gas get cash tomorrow,64
1,customer service announcement recently tried make delivery unable please call 07099833605 reschedule ref9280114,152
0,forgot 2 ask ì smth s card da present lei ìï want 2 write smth sign,109
0,m leaving house,25
1,hi babe chloe r u smashed saturday night great weekend u missing sp visionsmscom text stop stop 150ptext,160
0,ìï ready call,24
0,wewa 130 iriver 255 128 mb,36
0,good thing m getting connection bw,55
0,sry da jst nw came home,36
0,s cool ll night lem know re around,66
0,staying town,25
0,haha yeah 2 oz kind shitload,37
0,ok u take shopping u get paid d,44
0,life means lot love life love people life world call friend call world ge,160
0,alright ll bring see like lt gt min,63
0,pls dont play others life,33
0,eatin lunch,17
0,hmmmbut give one day,40
0,nt try g decided head,43
0,ok prob,10
0,surly ill give coming review,51
0,march ending ready call sure problem capital never complete far s work lady,154
0,tessy pls favor pls convey birthday wish nimya pls dnt forget today birthday shijas,113
0,pls give food preferably pap slowly load sugar take hour give water slowly,147
1,urgent mobile 07808726822 awarded å£2000 bonus caller prize 020903 2nd attempt contact call 08718729758 box95qu,155
0,guy get used dumb realize,50
0,okey dokey iû÷ll bit sorting stuff,64
0,da whats plan,26
0,yes fine,9
1,win winner mr t foley ipod exciting prize soon keep eye ur mobile visit wwwwin82050couk,132
0,liked new mobile,22
0,anytime,10
0,mmmmmmm snuggle deep contented sigh whisper fucking love much barely stand,124
0,yar say got error,32
0,hey anyway,24
0,wow healthy old airport rd lor cant thk anything else ll b bathing dog later,95
0,wif family booking tour package,35
0,say bold torch later one torch 2bold,59
0,haha awesome might need take doin tonight,73
0,ya knw u vl giv ok thanks kano anyway enjoy wit ur family wit 1st salary,88
0,huh slow tot u reach long ago liao u 2 day 4 leh,77
0,thats cool princess cover face hot sticky cum,64
0,big brotherû÷s really scraped barrel shower social misfit,76
0,oops thk dun haf enuff go check tell ì,55
0,8 min go lunch,26
0,hey happened u switch ur cell whole day isnt good u care give call tomorrow,112
0,k addie amp art ll get home,77
0,uncle atlanta wish guy great semester,53
0,aiyo lesson early m still sleepin haha okie u go home liao den confirm w lor,102
0,forgot tell ì smth ì like number section s clearer,79
0,yup anything lor u dun wan s ok,42
0,m home love still awake loving kiss,59
0,hello peach cake tasts lush,32
1,free game get rayman golf 4 free o2 games arcade 1st get ur game setting reply post save activ8 press 0 key arcade termsapply,153
0,ll minor shindig place later tonight interested,70
0,jason say s cool pick place like hour,70
1,mobile 10 mths update latest cameravideo phone free keep ur number get extra free minstexts text yes call,143
0,career tel added u contact indyarockscom send free sms remove phonebook sm lt gt,124
0,ve reached already,21
0,dont know ask brother nothing problem thing told,77
0,k eng rocking ash,25
0,wat time r ì going xin s hostel,36
0,good morning dear shijutta great amp successful day,75
1,buy space invaders 4 chance 2 win orig arcade game console press 0 games arcade std wap charge see o2coukgames 4 terms setting purchase,154
0,oh k placement ah,36
0,possession especially first offense,48
0,nt driving even many reason called bbd thts chikku hw abt dvg cold heard tht vinobanagar violence hw condition hw ru problem,175
0,bought test yesterday something let know exact day u ovulatewhen get 2u 2 3wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell,237
0,pizza u want,23
0,keep seeing weird shit bein woah realising s actually reasonable m oh,105
0,many happy return day wish happy birthday,62
0,ya nice be ready thursday,37
0,hospital da return home evening,52
0,thinking u x,22
1,camera awarded sipix digital camera call 09061221066 fromm landline delivery within 28 day,106
0,orh tot u say still dun believe,42
0,put sign choose number pin show right,79
0,beauty life next second hide thousand secret wish every second wonderful ur life gud n8,133
0,thanx u darlin im cool thanx bday drink 2 nite 2morrow take care c u soonxxx,91
0,re still maybe leave credit card get gas get back like told,99
1,weekly coolmob tone ready download week new tones include 1 crazy frogaxel f 2 akonlonely 3 black eyeddont p info n,160
0,well boy glad g wasted night applebees nothing,62
1,cashbincouk get lot cash weekend wwwcashbincouk dear welcome weekend got biggest best ever cash give away,155
0,ok lor u wan go look 4 u,34
0,u wan 2 haf lunch m da canteen,40
0,nt make life stressfull always find time laugh may add year life surely add life ur year gud ni8 swt dream,157
0,hey look like wrong one kappa guy number still phone want text see s around,133
1,urgent mobile number awarded å£2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm,144
1,thanks 4 continued support question week enter u in2 draw 4 å£100 cash name new us president txt an 80082,139
0,m home doc gave pain med say everything fine,56
0,s ì© 140 ard ìä rest ard 180 least ì© price 4 ì© 2 bedrm 900,93
0,lovely night xxx,31
0,prepare pleasured,26
0,hi technical supportproviding assistance u customer call email,83
0,text way cup stop work bus,76
0,whens radio show,22
1,unique user id 1172 removal send stop 87239 customer service 08708034412,89
0,m sure still available though,42
0,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memory feeling,120
0,cheers lou yeah goodnite shame u neva came c ya gailxx,62
0,hi got money da,24
0,hi mobile lt gt added contact list wwwfullonsmscom great place send free sm people visit fullonsmscom,158
0,ok u tell wat time u coming later lor,46
0,u repeat e instruction wat s e road name ur house,61
0,many people seems special first sight remain special till last sight maintain till life end sh jas,156
0,quite lor dun tell wait get complacent,53
0,sorry completely forgot pop em round week still,73
0,u r beautiful girl ive ever seen u r baby come c common room,87
0,cant see join denis mina denis want alone time,74
0,sen told going join uncle finance cbe,58
0,yup hey one day fri ask miwa jiayin take leave go karaoke,80
0,call senthil hsbc,32
0,especially since talk boston personal statement lol woulda changed realized said nyc say boston,147
0,indeed way either,51
1,urgent call 09066649731from landline complimentary 4 ibiza holiday å£10000 cash await collection sae cs po box 434 sk3 8wp 150ppm 18,147
0,holy living christ taking long,45
0,ìï thk wat eat tonight,29
0,thanx yup coming back sun finish dinner going back 2 hotel time fly re tog 4 exactly mth today hope ll haf many mths come,157
0,re opposite side dropped,56
0,yup izzit still raining heavily co m e mrt ca nt c outside,68
0,send resume,22
0,gd luck 4 ur exam,22
0,u ask next sat make m ok lor,84
0,sorry uncle ill keep touch,43
0,saw guys dolls last night patrick swayze great,62
1,urgent 2nd attempt contact u å£900 prize yesterday still awaiting collection claim call 09061702893,136
1,santa calling would little one like call santa xmas eve call 09077818151 book time calls150ppm last 3mins 30 c wwwsantacallingcom,158
0,come home nt want u miserable,46
0,dont know shes getting message,47
0,cool tyler take re gon na buy drop place later tonight total order quarter got enough,151
0,guy car shop flirting got phone number paperwork called texted m nervous course may address call bos tell knowing may get fired,240
0,reverse cheating mathematics,45
0,plan manage,30
0,er hello thing didnû÷t quite go plan ûò limping slowly home followed aa exhaust hanging,114
0,sorry delay yes master,32
0,call u finish come n pick u,43
1,private 2004 account statement 078498 7 show 786 unredeemed bonus points claim call 08719180219 identifier code 45239 expires 060505,153
0,s oga left phone home saw ur message hope good great weekend,110
0,nt worry though understand important put place poorly thought punishment face worst thing ever happened brb gon na go kill,201
0,honey pls find much sell predicte nigeria many time used important reply monday,151
0,e admin building might b slightly earlier ll call u m reaching,86
0,fyi m usf swing room whenever,46
0,call lt gt min thats ok,41
0,ummmmmaah many many happy return day dear sweet heart happy birthday dear,84
0,ìï home work meh,29
0,anything valuable 2 situation first getting second loosing,98
0,mark taking forever pick prescription pain coming back,86
0,s ur paper,15
0,got smaller capacity one quite ex,37
1,check choose babe videos smsshsexnetun fgkslpopw fgkslpo,69
0,im good thinking,42
1,u r winner u ave specially selected 2 receive å£1000 cash 4 holiday flight inc speak live operator 2 claim 0871277810710pmin 18,152
0,,7
0,thought bout drink tap spile seven pub gas st broad st canal ok,111
0,going sleep tired travel,42
0,haha thinkin,29
0,yup s giving problem mayb ll jus leave,68
0,lol trying make day little interesting,62
0,long get reply defer admission til next semester,69
0,word checkmate chess come persian phrase shah maat mean king dead goodmorning good day,145
0,po de need job aha,38
0,rats hey u ever vote next theme,46
1,new mobiles 2004 must go txt nokia 89545 collect today å£1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction,153
0,hope pee burn tonite,29
0,oh rite well im best mate pete went 4 week 2geva longer week,121
0,yay ca nt wait party together,33
0,photoshop make computer shut,42
0,boy made fun today ok problem sent one message fun,89
0,s one issue california okay snow manageable,74
1,private 2003 account statement show 800 unredeemed s i m point call 08715203652 identifier code 42810 expires 29100,135
0,hmmm mayb try e shoppin area one forgot e name hotel,71
0,awesome gon na soon later tonight,45
0,need detail online job,37
1,valued vodafone customer computer picked win å£150 prize collect easy call 09061743386,136
0,missing toopray inshah allah,33
0,pls help tell ashley cant find number oh,54
0,escape theatre going watch kavalan minute,69
0,sthis increase chance winning,43
0,either way work lt gt year old hope doesnt bother,81
0,maybe find something else instead,53
0,gain right wifedont demand iti trying husband toolets see,76
0,liked new house,22
0,m fine hope also,27
0,also north carolina texas atm would go gre site pay test result sent,109
0,u,12
0,yes baby need stretch open pussy,44
0,thanks bomb date phone wanted say,58
0,ok,5
0,hey guy know breathing neck get bud anyway d able get half track usf tonight,121
0,response one powerful weapon 2 occupy place others heart,80
0,nokia phone lovly,22
1,free message thanks using auction subscription service 18 150pmsgrcvd 2 skip auction txt 2 unsubscribe txt stop customercare 08718726270,159
1,bored housewife chat n date 08717507711 btnational rate 10pmin landline,95
0,sorry da today wont come play driving clas,58
0,m really sorry lit hair fire,40
0,oh shit thought trip loooooool make much sense grin sofa reference sleep couch link sent nt went trip oh nt babe go celebration rent,299
0,okey dokey swashbuckling stuff oh,39
0,watching cartoon listening music amp eve go temple amp church u,92
0,1 tension face 2 smiling face 3 waste face 4 innocent face 5terror face 6cruel face 7romantic face 8lovable face 9decent face lt gt joker face,158
0,dip s cell dead coming u better respond else shall come back,82
0,well know mean texting,35
0,hi dis yijue would happy work wif ì gek1510,66
0,lol oops sorry fun,27
0,wat happened cruise thing,32
0,know dat feelin pete wuld get em nuther place nuther time mayb,85
1,lyricalladie 21f inviting friend reply yes910 no910 see wwwsmsacuhmmross stop send stop frnd 62468,137
0,world s happiest frnds never character dey best understanding difference,126
1,1 polyphonic tone 4 ur mob every week txt pt2 87575 1st tone free get txtin tell ur friend 150ptone 16 reply hl 4info,147
0,yeah open chat click friend list make list easy pie,75
0,alright tyler s got minor crisis home sooner thought asap,92
0,whenwhere pick,27
0,usual u call ard 10 smth,35
0,new theory argument win situation loses person dont argue ur friend kick amp say m always correct,145
0,many thing antibiotic used chest abdomen gynae infection even bone infection,113
0,poor girl ca nt go one day lmao,31
0,6times,22
1,todays vodafone number ending 4882 selected receive å£350 award number match call 09064019014 receive å£350 award,150
0,pls make note shes exposed also find school anyone else vomiting dog cat house let know later,166
0,japanese proverb one u none u must indian version one let none leave finally kerala version one stop none make strike,276
0,sounds like could lot time spent chastity device boy grin take beating like good dog going lounge nice long bath,171
0,worse us half way stop better complete,76
0,miserable nt tell u side effect birth control massive gut wrenching cramp first 2 month nt sleep last night,158
0,send new number,22
0,convey regard,24
1,want latest video handset 750 anytime network min half price line rental reply call 08000930705 delivery tomorrow,132
0,2 half year missed friendship,44
0,cant pick phone right pls send message,51
0,oh fuck s sake s like tallahassee,44
0,haha first person gon na ask,47
1,ou guaranteed latest nokia phone 40gb ipod mp3 player å£500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18,146
0,taka lor wat time u wan 2 come n look 4 u,44
1,free polyphonic ringtone text super 87131 get free poly tone week 16 sn pobox202 nr31 7zs subscription 450pw,134
0,i reaching another 2 stops,36
0,nt mean post wrote like many time ve ritten stuff let sit feeling time angry left hit send stop nt checked phone got car nt said nt sleep bored would nt time clean fold laundry etc least make bed,415
1,warner village 83118 c colin farrell swat wkend warner village get 1 free med popcorn show msgticket kioskvalid 4712 c c kiosk reply sony 4 mre film offer,181
0,come online today night,32
0,anything special,22
0,m solihull want anything,40
0,good day,24
0,regret inform u nhs made mistakeu never actually bornplease report 2 yor local hospital 2b terminatedwe r sorry 4 inconvenience,160
0,love holiday monday feeling even go dentist hour,80
0,way tirupur,27
1,goal arsenal 4 henry 7 v liverpool 2 henry score simple shot 6 yard pas bergkamp give arsenal 2 goal margin 78 min,155
0,ve already got flaky parent itsnot supposed child s job support parent re ride age anyway m supposed support ve hurt unintentional hurt nonetheless,237
0,took hooch walk toaday fell splat grazed knee everything stayed home see tomorrow,134
0,dropped em omw back,33
1,2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08712101358 10p per min btnationalrate,153
0,sitting mu waiting everyone get suite take shower,80
0,call nt see facebook huh,45
0,g say never answer text confirmdeny,48
0,common hearin r u wat r u ur day let ask u something different u smile today gud evng,148
0,hi dear call urgnt nt know whats problem nt want work problem least tell wating reply,156
0,oh yah never cancel leh haha,38
0,go 4 e normal pilate intro,49
0,ok let u noe leave house,38
0,oh yes like torture watching england,48
0,wan na art,22
0,hopeing wasnû÷t pissed remember gone sister something,98
1,got take 2 take part wrc rally oz u lucozade energy text rally le 61200 25p see pack lucozadecoukwrc itcould u,159
1,hi sexychat girl waiting text text great night chatting send stop stop service,124
0,good morning boytoy s yummy lip s sexy bun think crave need,149
0,match startedindia lt gt 2,37
0,free call sir,22
0,hey want anything buy,33
0,hey babe s going ever figure going new years,83
0,k k congratulation,24
0,g want know fuck,38
0,cancelled yeah baby well sound important understand darlin give ring later fone love kate x,129
0,tomarrow want got court lt decimal gt come bus stand 9,85
0,ìï go home liao ask dad pick 6,46
0,omg make wedding chapel frontierville get good stuff,87
0,m eatin lor goin back work soon e mountain deer show huh watch b4 liao nice,106
0,check maili mailed varma kept copy regarding membershiptake careinsha allah,95
0,wrong phone phone answer one assume people nt well,86
0,anyway nt think secure anything lem know want drive south chill,107
0,m already back home probably,40
1,great news call freefone 08006344447 claim guaranteed å£1000 cash å£2000 gift speak live operator,120
1,hi amy sending free phone number couple day give access adult party,137
0,bus way calicut,33
0,hi probably much fun get message thought id txt u co im bored james farting night,146
0,hi baby im sat bloody bus mo wont home 730 wan na somethin later call later ortxt back jess xx,136
1,welcome select o2 service added benefit call specially trained advisor free mobile dialling 402,140
0,lost 4 pound since doc visit last week woot woot m gon na celebrate stuffing face,100
0,u coming back 4 dinner rite dad ask confirm wif u,64
0,master buy bb co sale s bf,73
0,ahhhh woken bad dream u tho dont like u right didnt know anything comedy night guess im,146
0,m vivek got call number,39
0,nt u call lunch,32
0,mean left early check co m working 96,65
0,want lt gt r da,41
0,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend,152
0,yup ok,9
0,want see pretty pussy,34
1,dear voucher holder next meal u use following link pc 2 enjoy 2 4 1 dining experiencehttp wwwvouch4mecometlpdiningasp,153
0,people game m mall iouri kaila,66
1,urgent trying contact u todays draw show å£2000 prize guaranteed call 09058094507 land line claim 3030 valid 12hrs,160
1,donate å£250 unicef s asian tsunami disaster support fund texting donate 864233 å£250 added next bill,137
0,future planned tomorrow result today best present enjoy future,133
0,cme want go ho 2morow wil cme got dear didnt say time,125
